time;kbswpfree;kbswpused;pct_swpused
15:35:58;67108860;0;0.00
15:36:03;67108860;0;0.00
15:36:08;67108860;0;0.00
15:36:13;67108860;0;0.00
15:36:18;67108860;0;0.00
