time;kbswpfree;kbswpused;pct_swpused
15:36:23;67108860;0;0.00
15:36:28;67108860;0;0.00
15:36:33;67108860;0;0.00
15:36:38;67108860;0;0.00
15:36:43;67108860;0;0.00
