time;kbmemfree;kbmemused;pct_memused;kbbuffers;kbcached
15:35:58;237984824;158883052;40.03;1217164;110110692
15:36:03;237982552;158885324;40.03;1217164;110110712
15:36:08;237981900;158885976;40.03;1217164;110110744
15:36:13;237981084;158886792;40.04;1217164;110110764
15:36:18;237980960;158886916;40.04;1217164;110110788
