time;kbmemfree;kbmemused;pct_memused;kbbuffers;kbcached
15:36:23;237980712;158887164;40.04;1217164;110110836
15:36:28;237980188;158887688;40.04;1217164;110110856
15:36:33;237979976;158887900;40.04;1217164;110110880
15:36:38;237980704;158887172;40.04;1217164;110110900
15:36:43;237974420;158893456;40.04;1217164;110110924
