time;kbswpfree;kbswpused;pct_swpused
15:35:33;67108860;0;0.00
15:35:38;67108860;0;0.00
15:35:43;67108860;0;0.00
15:35:48;67108860;0;0.00
15:35:53;67108860;0;0.00
