time;kbmemfree;kbmemused;pct_memused;kbbuffers;kbcached
15:35:08;238015852;158852024;40.03;1217164;110110404
15:35:13;238016604;158851272;40.03;1217164;110110428
15:35:18;238017884;158849992;40.03;1217164;110110452
15:35:23;238017556;158850320;40.03;1217164;110110484
15:35:28;238018872;158849004;40.03;1217164;110110508
