time;kbmemfree;kbmemused;pct_memused;kbbuffers;kbcached
15:36:48;237973340;158894536;40.04;1217164;110110976
15:36:53;237971472;158896404;40.04;1217164;110111000
15:36:58;237971628;158896248;40.04;1217164;110111028
15:37:03;237970204;158897672;40.04;1217164;110111048
15:37:08;237967532;158900344;40.04;1217164;110111068
