time;runq-sz;ldavg-1;ldavg-5;ldavg-15
15:36:48;0;0.05;0.11;0.09
15:36:53;1;0.04;0.11;0.09
15:36:58;0;0.04;0.11;0.09
15:37:03;0;0.03;0.10;0.09
15:37:08;1;0.03;0.10;0.09
