time;kbswpfree;kbswpused;pct_swpused
15:36:48;67108860;0;0.00
15:36:53;67108860;0;0.00
15:36:58;67108860;0;0.00
15:37:03;67108860;0;0.00
15:37:08;67108860;0;0.00
