time;kbswpfree;kbswpused;pct_swpused
15:35:08;67108860;0;0.00
15:35:13;67108860;0;0.00
15:35:18;67108860;0;0.00
15:35:23;67108860;0;0.00
15:35:28;67108860;0;0.00
