time;kbmemfree;kbmemused;pct_memused;kbbuffers;kbcached
15:35:33;238005256;158862620;40.03;1217164;110110556
15:35:38;238006360;158861516;40.03;1217164;110110576
15:35:43;237996040;158871836;40.03;1217164;110110600
15:35:48;237997596;158870280;40.03;1217164;110110620
15:35:53;237984440;158883436;40.03;1217164;110110644
