Linux 2.6.32-504.el6.x86_64 (hp440srv) 	07/06/17 	_x86_64_	(16 CPU)

15:35:28        CPU     %user     %nice   %system   %iowait    %steal     %idle
15:35:38         11      1.00      0.00      0.40      0.00      0.00     98.60
15:35:38         12      0.60      0.00      0.20      0.00      0.00     99.20
15:35:38         13      0.40      0.00      0.20      0.00      0.00     99.40
15:35:38         14      1.00      0.00      0.20      0.00      0.00     98.80
15:35:38         15      0.40      0.00      0.00      0.00      0.00     99.60
15:35:43        all      1.27      0.00      0.31      0.00      0.00     98.42
15:35:43          0      2.01      0.00      0.40      0.00      0.00     97.59
15:35:43          1      1.81      0.00      0.80      0.00      0.00     97.39
15:35:43          2      1.81      0.00      0.40      0.00      0.00     97.79
15:35:43          3      1.20      0.00      0.20      0.00      0.00     98.60
15:35:43          4      1.00      0.00      0.40      0.00      0.00     98.60
15:35:43          5      0.80      0.00      0.00      0.00      0.00     99.20
15:35:43          6      0.60      0.00      0.20      0.00      0.00     99.20
15:35:43          7      0.60      0.00      0.20      0.00      0.00     99.20
15:35:43          8      2.01      0.00      0.20      0.00      0.00     97.79
15:35:43          9      3.61      0.00      0.60      0.00      0.00     95.78
15:35:43         10      1.20      0.00      0.40      0.00      0.00     98.40
15:35:43         11      1.00      0.00      0.20      0.00      0.00     98.80
15:35:43         12      0.60      0.00      0.20      0.00      0.00     99.20
15:35:43         13      0.20      0.00      0.60      0.00      0.00     99.20
15:35:43         14      1.40      0.00      0.20      0.00      0.00     98.40
15:35:43         15      0.40      0.00      0.20      0.00      0.00     99.40
15:35:48        all      1.08      0.00      0.34      0.00      0.00     98.58
15:35:48          0      3.41      0.00      0.40      0.00      0.00     96.18
15:35:48          1      1.81      0.00      0.80      0.00      0.00     97.38
15:35:48          2      1.20      0.00      0.40      0.00      0.00     98.39
15:35:48          3      0.60      0.00      0.20      0.00      0.00     99.20
15:35:48          4      0.60      0.00      0.20      0.00      0.00     99.20
15:35:48          5      1.00      0.00      0.20      0.00      0.00     98.80
15:35:48          6      0.60      0.00      0.20      0.00      0.00     99.20
15:35:48          7      0.60      0.00      0.20      0.00      0.00     99.20
15:35:48          8      1.80      0.00      0.40      0.00      0.00     97.80
15:35:48          9      2.00      0.00      0.60      0.00      0.00     97.39
15:35:48         10      1.40      0.00      0.40      0.00      0.00     98.20
15:35:48         11      0.60      0.00      0.40      0.00      0.00     99.00
15:35:48         12      0.40      0.00      0.20      0.00      0.00     99.40
15:35:48         13      0.40      0.00      0.20      0.00      0.00     99.40
15:35:48         14      1.00      0.00      0.20      0.00      0.00     98.80
15:35:48         15      0.40      0.00      0.20      0.00      0.00     99.40
15:35:53        all      1.05      0.00      0.29      0.00      0.00     98.66
15:35:53          0      2.41      0.00      0.20      0.00      0.00     97.38
15:35:53          1      1.80      0.00      0.80      0.00      0.00     97.39
15:35:53          2      1.20      0.00      0.20      0.00      0.00     98.60
15:35:53          3      0.80      0.00      0.20      0.00      0.00     99.00
15:35:53          4      0.80      0.00      0.20      0.00      0.00     99.00
15:35:53          5      0.60      0.00      0.40      0.00      0.00     99.00
15:35:53          6      0.40      0.00      0.20      0.00      0.00     99.40
15:35:53          7      0.80      0.00      0.20      0.00      0.00     99.00
15:35:53          8      1.41      0.00      0.40      0.00      0.00     98.19
15:35:53          9      1.60      0.00      0.40      0.00      0.00     98.00
15:35:53         10      1.40      0.00      0.40      0.00      0.00     98.20
15:35:53         11      1.20      0.00      0.20      0.00      0.00     98.60
15:35:53         12      0.40      0.00      0.20      0.00      0.00     99.40
15:35:53         13      0.20      0.00      0.20      0.00      0.00     99.60
15:35:53         14      1.00      0.00      0.20      0.00      0.00     98.80
15:35:53         15      0.20      0.00      0.20      0.00      0.00     99.60
Average:        all      1.06      0.00      0.30      0.00      0.00     98.64
Average:          0      2.21      0.00      0.44      0.00      0.00     97.35
Average:          1      1.85      0.00      0.72      0.00      0.00     97.43
Average:          2      1.24      0.00      0.28      0.00      0.00     98.48
Average:          3      0.80      0.00      0.20      0.00      0.00     99.00
Average:          4      0.76      0.00      0.24      0.00      0.00     99.00
Average:          5      0.80      0.00      0.20      0.00      0.00     99.00
Average:          6      0.48      0.00      0.16      0.00      0.00     99.36
Average:          7      0.60      0.00      0.16      0.00      0.00     99.24
Average:          8      1.61      0.00      0.36      0.00      0.00     98.03
Average:          9      1.97      0.00      0.48      0.00      0.00     97.55
Average:         10      1.36      0.00      0.36      0.00      0.00     98.28
Average:         11      0.96      0.00      0.28      0.00      0.00     98.76
Average:         12      0.52      0.00      0.16      0.00      0.00     99.32
Average:         13      0.28      0.00      0.24      0.00      0.00     99.48
Average:         14      1.08      0.00      0.20      0.00      0.00     98.72
Average:         15      0.32      0.00      0.16      0.00      0.00     99.52
