Linux 2.6.32-504.el6.x86_64 (hp440srv) 	07/06/17 	_x86_64_	(16 CPU)

15:35:53        CPU     %user     %nice   %system   %iowait    %steal     %idle
15:36:18         15      1.41      0.00      0.20      0.00      0.00     98.39
Average:        all      1.78      0.00      0.32      0.00      0.00     97.91
Average:          0      2.98      0.00      0.40      0.00      0.00     96.62
Average:          1      2.73      0.00      0.84      0.00      0.00     96.43
Average:          2      1.80      0.00      0.52      0.04      0.00     97.64
Average:          3      1.56      0.00      0.28      0.00      0.00     98.16
Average:          4      1.28      0.00      0.20      0.00      0.00     98.52
Average:          5      1.72      0.00      0.16      0.00      0.00     98.12
Average:          6      1.12      0.00      0.20      0.00      0.00     98.68
Average:          7      0.80      0.00      0.20      0.00      0.00     99.00
Average:          8      3.17      0.00      0.64      0.00      0.00     96.19
Average:          9      2.45      0.00      0.48      0.00      0.00     97.07
Average:         10      1.76      0.00      0.28      0.00      0.00     97.96
Average:         11      1.52      0.00      0.24      0.00      0.00     98.24
Average:         12      1.36      0.00      0.20      0.00      0.00     98.44
Average:         13      1.24      0.00      0.20      0.00      0.00     98.56
Average:         14      1.92      0.00      0.28      0.00      0.00     97.80
Average:         15      1.04      0.00      0.16      0.00      0.00     98.80
