time;swpin/s;bswin/s;swpot/s;bswot/s;pswch/s
09:12:20;0.00;0.0;0.00;0.0;4152
09:12:25;0.00;0.0;0.00;0.0;3423
09:12:30;0.00;0.0;0.00;0.0;3279
09:12:35;0.00;0.0;0.00;0.0;3394
09:12:40;0.00;0.0;0.00;0.0;3213
